candidate_count_at_time,eligible_candidate_count,mode,movie_index,paired_predicted_center_t,paired_predicted_center_x,paired_predicted_center_y,paired_predicted_center_z,production_time_index_int_truncation,selected_annotation_index,selected_annotation_x,selected_annotation_y,selected_annotation_z,selected_distance_voxels,selected_is_nearest,source_index,source_time,source_x,source_y,source_z
6,1,all_groundtruth_centers,0,,,,,14,3,940.5,581.5,4.0,0.7071067811865476,True,71,14.0,940.0,581.0,4.0
8,1,all_groundtruth_centers,0,,,,,15,5,27.5,394.0,4.5,0.7071067811865476,True,72,15.0,27.0,394.0,4.0
8,1,all_groundtruth_centers,0,,,,,15,7,66.5,249.5,4.0,0.7071067811865476,True,73,15.0,66.0,249.0,4.0
8,1,all_groundtruth_centers,0,,,,,15,4,245.5,103.5,5.0,0.7071067811865476,True,74,15.0,245.0,103.0,5.0
8,1,all_groundtruth_centers,0,,,,,15,1,246.0,691.0,4.0,0.0,True,75,15.0,246.0,691.0,4.0
8,1,all_groundtruth_centers,0,,,,,15,2,263.5,437.0,4.0,0.5,True,76,15.0,263.0,437.0,4.0
8,1,all_groundtruth_centers,0,,,,,15,3,315.0,288.0,3.5,0.5,True,77,15.0,315.0,288.0,4.0
8,1,all_groundtruth_centers,0,,,,,15,6,902.5,12.327586206896552,4.5,0.7793027158613464,True,78,15.0,902.0,12.0,4.0
8,1,all_groundtruth_centers,0,,,,,15,0,1000.5,625.0,4.0,0.5,True,79,15.0,1000.0,625.0,4.0
6,1,all_groundtruth_centers,0,,,,,16,5,54.5,787.5,4.0,0.7071067811865476,True,80,16.0,54.0,787.0,4.0
6,1,all_groundtruth_centers,0,,,,,16,2,360.0,241.5,3.5,0.7071067811865476,True,81,16.0,360.0,241.0,4.0
6,1,all_groundtruth_centers,0,,,,,16,3,475.0,73.0,4.0,0.0,True,82,16.0,475.0,73.0,4.0
6,1,all_groundtruth_centers,0,,,,,16,1,530.0,146.0,3.0,1.0,True,83,16.0,530.0,146.0,4.0
6,1,all_groundtruth_centers,0,,,,,16,0,568.0,183.0,3.0,1.0,True,84,16.0,568.0,183.0,4.0
6,1,all_groundtruth_centers,0,,,,,16,4,700.0,419.0,4.0,0.0,True,85,16.0,700.0,419.0,4.0
5,1,all_groundtruth_centers,0,,,,,17,0,76.5,82.5,4.0,0.7071067811865476,True,86,17.0,76.0,82.0,4.0
5,1,all_groundtruth_centers,0,,,,,17,1,173.0,30.0,3.0,1.0,True,87,17.0,173.0,30.0,4.0
5,1,all_groundtruth_centers,0,,,,,17,2,178.0,527.5,3.0,1.118033988749895,True,88,17.0,178.0,527.0,4.0
5,1,all_groundtruth_centers,0,,,,,17,3,806.0,202.5,3.0,1.118033988749895,True,89,17.0,806.0,202.0,4.0
5,1,all_groundtruth_centers,0,,,,,17,4,972.5,598.5,3.5,0.8660254037844386,True,90,17.0,972.0,598.0,4.0
8,1,all_groundtruth_centers,0,,,,,18,6,220.5,243.5,3.0,1.224744871391589,True,91,18.0,220.0,243.0,4.0
8,1,all_groundtruth_centers,0,,,,,18,7,332.5,528.0,5.0,0.5,True,92,18.0,332.0,528.0,5.0
8,1,all_groundtruth_centers,0,,,,,18,4,352.5,198.5,3.0,1.224744871391589,True,93,18.0,352.0,198.0,4.0
8,1,all_groundtruth_centers,0,,,,,18,5,486.5,109.5,4.0,0.7071067811865476,True,94,18.0,486.0,109.0,4.0
8,1,all_groundtruth_centers,0,,,,,18,1,524.5,685.5,3.5,0.8660254037844386,True,95,18.0,524.0,685.0,4.0
8,1,all_groundtruth_centers,0,,,,,18,0,582.0,688.0,3.5,0.5,True,96,18.0,582.0,688.0,4.0
8,1,all_groundtruth_centers,0,,,,,18,3,616.0,253.0,4.0,0.0,True,97,18.0,616.0,253.0,4.0
8,1,all_groundtruth_centers,0,,,,,18,2,726.0,342.5,3.0,1.118033988749895,True,98,18.0,726.0,342.0,4.0
8,1,all_groundtruth_centers,0,,,,,19,6,5.366666666666666,831.5,4.0,0.8069145624606806,True,99,19.0,6.0,831.0,4.0
8,1,all_groundtruth_centers,0,,,,,19,3,27.5,481.0,3.0,1.118033988749895,True,100,19.0,27.0,481.0,4.0
8,1,all_groundtruth_centers,0,,,,,19,4,44.0,845.0,4.0,0.0,True,101,19.0,44.0,845.0,4.0
8,1,all_groundtruth_centers,0,,,,,19,5,398.0,548.0,4.5,0.5,True,102,19.0,398.0,548.0,4.0
8,1,all_groundtruth_centers,0,,,,,19,1,440.0,186.5,5.0,0.5,True,103,19.0,440.0,186.0,5.0
8,1,all_groundtruth_centers,0,,,,,19,0,449.5,128.5,4.0,0.7071067811865476,True,104,19.0,449.0,128.0,4.0
8,1,all_groundtruth_centers,0,,,,,19,2,617.5,403.5,3.0,1.224744871391589,True,105,19.0,617.0,403.0,4.0
8,1,all_groundtruth_centers,0,,,,,19,7,671.5,578.0,4.0,0.5,True,106,19.0,671.0,578.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,13,5.866666666666666,511.5,4.0,0.5174724898753342,True,107,20.0,6.0,511.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,14,76.5,464.0,3.5,0.7071067811865476,True,108,20.0,76.0,464.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,9,118.5,741.0,3.5,0.7071067811865476,True,109,20.0,118.0,741.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,12,147.5,482.5,3.5,0.8660254037844386,True,110,20.0,147.0,482.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,11,156.0,203.0,3.5,0.5,True,111,20.0,156.0,203.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,10,170.0,726.0,4.0,0.0,True,112,20.0,170.0,726.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,5,220.5,94.5,4.5,0.8660254037844386,True,113,20.0,220.0,94.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,3,341.0,637.5,3.0,1.118033988749895,True,114,20.0,341.0,637.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,4,363.5,665.0,6.0,1.118033988749895,True,115,20.0,363.0,665.0,5.0
15,1,all_groundtruth_centers,0,,,,,20,0,398.5,301.0,4.0,0.5,True,116,20.0,398.0,301.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,1,460.0,560.5,4.0,0.5,True,117,20.0,460.0,560.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,2,507.0,509.0,3.5,0.5,True,118,20.0,507.0,509.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,6,725.0,578.0,4.0,0.0,True,119,20.0,725.0,578.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,8,910.5,679.5,3.5,0.8660254037844386,True,120,20.0,910.0,679.0,4.0
15,1,all_groundtruth_centers,0,,,,,20,7,965.5,361.5,4.0,0.7071067811865476,True,121,20.0,965.0,361.0,4.0
4,1,matched_groundtruth_centers,0,10.0,396.0,455.0,5.0,10,3,395.0,456.0,3.5,1.6689734109559275,True,0,10.5,395.5,457.5,4.034296028880866
15,1,matched_groundtruth_centers,0,20.0,910.0,679.0,5.0,20,8,910.5,679.5,3.5,0.8862687213694632,True,1,20.0,910.0,679.0,4.034296028880866
15,1,matched_groundtruth_centers,0,20.0,170.0,726.0,4.0,20,10,170.0,726.0,4.0,0.35215366705471496,True,2,20.0,170.0,726.0,4.352153667054715
15,1,matched_groundtruth_centers,0,19.0,217.0,95.0,4.0,20,5,220.5,94.5,4.5,0.7223977700445704,True,3,20.0,220.0,94.0,4.352153667054715
15,1,matched_groundtruth_centers,0,20.0,725.0,577.0,4.0,20,6,725.0,578.0,4.0,0.35215366705471496,True,4,20.0,725.0,578.0,4.352153667054715
6,1,matched_groundtruth_centers,0,4.0,649.0,420.0,4.0,4,3,649.5,420.0,4.0,0.6115653728098763,True,5,4.0,649.0,420.0,4.352153667054715
15,1,matched_groundtruth_centers,0,20.0,505.0,508.0,4.0,20,2,507.0,509.0,3.5,0.534296028880866,True,6,20.0,507.0,509.0,4.034296028880866
15,1,matched_groundtruth_centers,0,20.0,461.0,563.0,5.0,20,1,460.0,560.5,4.0,0.6115653728098763,True,7,20.0,460.0,560.0,4.352153667054715
8,1,matched_groundtruth_centers,0,14.0,901.0,12.0,4.0,15,6,902.5,12.327586206896552,4.5,0.615768837401048,True,8,15.0,902.0,12.0,4.352153667054715
15,1,matched_groundtruth_centers,0,19.0,340.0,635.0,4.0,20,3,341.0,637.5,3.0,1.1488116796754502,True,9,20.0,341.0,637.0,4.034296028880866
5,1,matched_groundtruth_centers,0,17.0,178.0,528.0,4.0,17,2,178.0,527.5,3.0,1.1488116796754502,True,10,17.0,178.0,527.0,4.034296028880866
8,1,matched_groundtruth_centers,0,17.0,524.0,684.0,4.0,18,1,524.5,685.5,3.5,0.8862687213694632,True,11,18.0,524.0,685.0,4.034296028880866
9,1,matched_groundtruth_centers,0,11.0,534.0,410.0,4.0,11,0,533.5,411.0,4.0,0.6115653728098763,True,12,11.0,533.0,411.0,4.352153667054715
15,1,matched_groundtruth_centers,0,20.0,79.0,466.0,4.0,20,14,76.5,464.0,3.5,0.7317596917553352,True,13,20.0,76.0,464.0,4.034296028880866
4,1,matched_groundtruth_centers,0,7.0,852.0,403.0,4.0,7,1,851.5,403.0,4.0,0.6115653728098763,True,14,7.0,851.0,403.0,4.352153667054715
6,1,matched_groundtruth_centers,0,4.0,979.0,63.0,4.0,5,2,981.5,63.0,3.5,0.7317596917553352,True,15,5.0,981.0,63.0,4.034296028880866
6,1,matched_groundtruth_centers,0,8.0,536.0,83.0,5.0,9,5,536.5,84.0,4.0,0.6115653728098763,True,16,9.0,536.0,84.0,4.352153667054715
8,1,matched_groundtruth_centers,0,15.0,263.0,436.0,4.0,15,2,263.5,437.0,4.0,0.6115653728098763,True,17,15.0,263.0,437.0,4.352153667054715
6,1,matched_groundtruth_centers,0,4.0,321.0,626.0,5.0,4,5,322.0,625.0,4.5,0.14784633294528504,True,18,4.0,322.0,625.0,4.352153667054715
5,1,matched_groundtruth_centers,0,13.0,426.0,650.0,4.0,13,3,426.0,649.0,4.0,0.35215366705471496,True,19,13.0,426.0,649.0,4.352153667054715
6,1,matched_groundtruth_centers,0,16.0,566.0,184.0,4.0,16,0,568.0,183.0,3.0,1.034296028880866,True,20,16.0,568.0,183.0,4.034296028880866
5,1,matched_groundtruth_centers,0,17.0,971.0,599.0,4.0,17,4,972.5,598.5,3.5,0.8862687213694632,True,21,17.0,972.0,598.0,4.034296028880866
8,1,matched_groundtruth_centers,0,19.0,400.0,550.0,4.0,19,5,398.0,548.0,4.5,0.14784633294528504,True,22,19.0,398.0,548.0,4.352153667054715
8,1,matched_groundtruth_centers,0,18.0,669.0,579.0,4.0,19,7,671.5,578.0,4.0,0.6115653728098763,True,23,19.0,671.0,578.0,4.352153667054715
6,1,matched_groundtruth_centers,0,6.0,235.0,707.0,4.0,6,4,236.5,705.0,4.0,0.6115653728098763,True,24,6.0,236.0,705.0,4.352153667054715
5,1,matched_groundtruth_centers,0,12.0,932.0,280.0,5.0,12,3,933.5,279.0,4.0,0.6115653728098763,True,25,12.0,933.0,279.0,4.352153667054715
15,1,matched_groundtruth_centers,0,19.0,969.0,360.0,4.0,20,7,965.5,361.5,4.0,0.7899444317292723,True,26,20.0,965.0,361.0,4.352153667054715
6,1,matched_groundtruth_centers,0,13.0,561.0,37.0,5.0,14,5,561.5,36.5,3.5,0.8862687213694632,True,27,14.0,561.0,36.0,4.034296028880866
9,1,matched_groundtruth_centers,0,11.0,691.0,71.0,4.0,11,5,690.5,72.5,4.0,0.7899444317292723,True,28,11.0,690.0,72.0,4.352153667054715
9,1,matched_groundtruth_centers,0,11.0,409.0,316.0,4.0,11,8,410.0,314.0,3.5,0.534296028880866,True,29,11.0,410.0,314.0,4.034296028880866
5,1,matched_groundtruth_centers,0,2.0,289.0,133.0,4.0,2,0,289.0,131.5,4.0,0.6115653728098763,True,30,2.0,289.0,131.0,4.352153667054715
6,1,matched_groundtruth_centers,0,4.0,239.0,403.0,4.0,4,0,240.0,404.5,3.5,0.7317596917553352,True,31,4.0,240.0,404.0,4.034296028880866
6,1,matched_groundtruth_centers,0,16.0,701.0,418.0,4.0,16,4,700.0,419.0,4.0,0.35215366705471496,True,32,16.0,700.0,419.0,4.352153667054715
6,1,matched_groundtruth_centers,0,8.0,833.0,439.0,4.0,8,2,836.0,439.0,4.0,0.35215366705471496,True,33,8.0,836.0,439.0,4.352153667054715
15,1,matched_groundtruth_centers,0,19.0,146.0,484.0,4.0,20,12,147.5,482.5,3.5,0.8862687213694632,True,34,20.0,147.0,482.0,4.034296028880866
6,1,matched_groundtruth_centers,0,14.0,653.0,349.0,4.0,14,1,654.5,350.0,4.5,0.5214005544352327,True,35,14.0,654.0,350.0,4.352153667054715
6,1,matched_groundtruth_centers,0,16.0,52.0,789.0,4.0,16,5,54.5,787.5,4.0,0.7899444317292723,True,36,16.0,54.0,787.0,4.352153667054715
9,1,matched_groundtruth_centers,0,10.0,114.0,551.0,4.0,11,3,114.5,551.5,4.0,0.7899444317292723,True,37,11.0,114.0,551.0,4.352153667054715
6,1,matched_groundtruth_centers,0,8.0,605.0,91.0,4.0,9,3,607.5,91.0,4.0,0.6115653728098763,True,38,9.0,607.0,91.0,4.352153667054715
5,1,matched_groundtruth_centers,0,12.0,317.0,521.0,4.0,13,0,316.0,519.5,3.0,1.1488116796754502,True,39,13.0,316.0,519.0,4.034296028880866
6,1,matched_groundtruth_centers,0,14.0,389.0,263.0,5.0,14,4,386.0,264.0,3.5,0.534296028880866,True,40,14.0,386.0,264.0,4.034296028880866
15,1,matched_groundtruth_centers,0,19.0,398.0,300.0,5.0,20,0,398.5,301.0,4.0,0.6115653728098763,True,41,20.0,398.0,301.0,4.352153667054715
5,1,matched_groundtruth_centers,0,12.0,216.0,410.0,4.0,12,0,217.0,409.5,4.0,0.6115653728098763,True,42,12.0,217.0,409.0,4.352153667054715
5,1,matched_groundtruth_centers,0,13.0,673.0,109.0,4.0,13,2,673.25,106.0,4.0,0.43187058851012655,True,43,13.0,673.0,106.0,4.352153667054715
6,1,matched_groundtruth_centers,0,6.0,399.0,685.0,4.0,6,5,400.5,688.0,4.0,0.6115653728098763,True,44,6.0,400.0,688.0,4.352153667054715
8,1,matched_groundtruth_centers,0,15.0,243.0,101.0,4.0,15,4,245.5,103.5,5.0,0.7899444317292723,True,45,15.0,245.0,103.0,4.647846332945285
6,1,matched_groundtruth_centers,0,8.0,728.0,529.0,4.0,9,1,730.0,530.0,3.5,0.534296028880866,True,46,9.0,730.0,530.0,4.034296028880866
6,1,matched_groundtruth_centers,0,4.0,83.0,217.0,4.0,4,1,84.0,216.0,3.0,1.034296028880866,True,47,4.0,84.0,216.0,4.034296028880866
4,1,matched_groundtruth_centers,0,7.0,422.0,116.0,4.0,7,2,422.0,114.0,3.5,0.534296028880866,True,48,7.0,422.0,114.0,4.034296028880866
5,1,matched_groundtruth_centers,0,12.0,110.0,402.0,5.0,12,1,112.0,400.5,4.0,0.6115653728098763,True,49,12.0,112.0,400.0,4.352153667054715
8,1,matched_groundtruth_centers,0,17.0,581.0,684.0,4.0,18,0,582.0,688.0,3.5,0.534296028880866,True,50,18.0,582.0,688.0,4.034296028880866
9,1,matched_groundtruth_centers,0,10.0,691.0,299.0,5.0,11,6,693.5,298.0,3.5,0.7317596917553352,True,51,11.0,693.0,298.0,4.034296028880866
8,1,matched_groundtruth_centers,0,17.0,614.0,252.0,5.0,18,3,616.0,253.0,4.0,0.35215366705471496,True,52,18.0,616.0,253.0,4.352153667054715
5,1,matched_groundtruth_centers,0,16.0,805.0,203.0,4.0,17,3,806.0,202.5,3.0,1.1488116796754502,True,53,17.0,806.0,202.0,4.034296028880866
5,1,matched_groundtruth_centers,0,12.0,720.0,711.0,4.0,12,4,719.0,713.0,4.0,0.35215366705471496,True,54,12.0,719.0,713.0,4.352153667054715
8,1,matched_groundtruth_centers,0,19.0,27.0,478.0,4.0,19,3,27.5,481.0,3.0,1.1488116796754502,True,55,19.0,27.0,481.0,4.034296028880866
8,1,matched_groundtruth_centers,0,15.0,1004.0,625.0,4.0,15,0,1000.5,625.0,4.0,0.6115653728098763,True,56,15.0,1000.0,625.0,4.352153667054715
6,1,matched_groundtruth_centers,0,8.0,154.0,557.0,4.0,8,3,157.5,557.5,5.0,0.7899444317292723,True,57,8.0,157.0,557.0,4.647846332945285
9,1,matched_groundtruth_centers,0,11.0,345.0,478.0,4.0,11,2,348.5,479.0,4.0,0.6115653728098763,True,58,11.0,348.0,479.0,4.352153667054715
8,1,matched_groundtruth_centers,0,18.0,218.0,243.0,4.0,18,6,220.5,243.5,3.0,1.2529039370034436,True,59,18.0,220.0,243.0,4.034296028880866
5,1,matched_groundtruth_centers,0,17.0,80.0,82.0,4.0,17,0,76.5,82.5,4.0,0.7899444317292723,True,60,17.0,76.0,82.0,4.352153667054715
8,1,matched_groundtruth_centers,0,19.0,615.0,406.0,4.0,19,2,617.5,403.5,3.0,1.2529039370034436,True,61,19.0,617.0,403.0,4.034296028880866
5,1,matched_groundtruth_centers,0,13.0,442.0,294.0,4.0,13,1,440.5,295.0,3.5,0.7317596917553352,True,62,13.0,440.0,295.0,4.034296028880866
6,1,matched_groundtruth_centers,0,8.0,922.0,538.0,4.0,8,5,925.5,540.5,3.5,0.8862687213694632,True,63,8.0,925.0,540.0,4.034296028880866
15,1,matched_groundtruth_centers,0,19.0,156.0,202.0,5.0,20,11,156.0,203.0,3.5,0.534296028880866,True,64,20.0,156.0,203.0,4.034296028880866
4,1,matched_groundtruth_centers,0,7.0,33.0,349.0,5.0,7,0,35.5,349.5,3.0,1.2529039370034436,True,65,7.0,35.0,349.0,4.034296028880866
6,1,matched_groundtruth_centers,0,15.0,357.0,241.0,4.0,16,2,360.0,241.5,3.5,0.7317596917553352,True,66,16.0,360.0,241.0,4.034296028880866
9,1,matched_groundtruth_centers,0,11.0,171.0,620.0,4.0,11,4,174.5,621.0,4.0,0.6115653728098763,True,67,11.0,174.0,621.0,4.352153667054715
5,1,matched_groundtruth_centers,0,2.0,294.0,572.0,4.0,3,2,292.0,570.5,4.0,0.6115653728098763,True,68,3.0,292.0,570.0,4.352153667054715
8,1,matched_groundtruth_centers,0,18.0,722.0,342.0,4.0,18,2,726.0,342.5,3.0,1.1488116796754502,True,69,18.0,726.0,342.0,4.034296028880866
8,1,matched_groundtruth_centers,0,18.0,485.0,113.0,5.0,18,5,486.5,109.5,4.0,0.7899444317292723,True,70,18.0,486.0,109.0,4.352153667054715
