absolute_length_error_voxels,center_distance_voxels,center_source_archive,corrected_axis_defined,corrected_nematic_axis_error_deg,evaluated,inference_center_m,inference_center_t,inference_center_x,inference_center_y,inference_center_z,mode,model,pair_index,pipeline,predicted_length_voxels,predicted_quaternion_vector_norm,production_quaternion_error_deg,reported_pair_count,scope,target_center_m,target_center_t,target_center_x,target_center_y,target_center_z,time_distance_frames,true_length_voxels,true_quaternion_vector_norm
15.348637760944428,1.0,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,28.132809895363966,True,0.0,4.0,84.0,216.0,4.0,all_groundtruth_centers,released_saved_predictions,10,released_saved_predictions_regression_released_centers,18.76880645751953,0.7077267770633714,39.15822287453685,122,movie_I2_released_center_regression_replay,0.0,4.0,84.0,216.0,3.0,0.0,34.11744421846396,0.6860681525037035
13.212400560483054,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,41.93895096701408,True,0.0,4.0,240.0,404.0,4.0,all_groundtruth_centers,released_saved_predictions,11,released_saved_predictions_regression_released_centers,20.16423797607422,0.4394501386451911,34.3890857015421,122,movie_I2_released_center_regression_replay,0.0,4.0,240.0,404.5,3.5,0.0,33.37663853655727,0.3747893987053039
16.023257218721945,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,40.254880187184455,True,0.0,4.0,322.0,625.0,4.0,all_groundtruth_centers,released_saved_predictions,12,released_saved_predictions_regression_released_centers,18.51657485961914,0.7208884050125683,100.16214817849733,122,movie_I2_released_center_regression_replay,0.0,4.0,322.0,625.0,4.5,0.0,34.539832078341085,0.08840039617857917
14.620703824285194,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,30.15457939402655,True,0.0,4.0,649.0,420.0,4.0,all_groundtruth_centers,released_saved_predictions,13,released_saved_predictions_regression_released_centers,18.135974884033203,0.6146034607767688,37.21591352000641,122,movie_I2_released_center_regression_replay,0.0,4.0,649.5,420.0,4.0,0.0,32.7566787083184,0.6270179911956862
10.049485674831573,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,35.45328627599729,True,0.0,4.0,741.0,404.0,4.0,all_groundtruth_centers,released_saved_predictions,14,released_saved_predictions_regression_released_centers,17.1901912689209,0.8239064102707132,89.9756986197948,122,movie_I2_released_center_regression_replay,0.0,4.0,741.5,404.0,3.5,0.0,27.23967694375247,0.9977978708335344
17.326762947054625,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,43.170356886428046,True,0.0,4.0,890.0,266.0,4.0,all_groundtruth_centers,released_saved_predictions,15,released_saved_predictions_regression_released_centers,19.292903900146484,0.7676522621743476,63.384738283368335,122,movie_I2_released_center_regression_replay,0.0,4.0,890.0,266.0,3.5,0.0,36.61966684720111,0.6465886058113666
17.43076517112396,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,29.221872448982513,True,0.0,5.0,60.0,426.0,4.0,all_groundtruth_centers,released_saved_predictions,16,released_saved_predictions_regression_released_centers,18.527544021606445,0.789849728281439,81.85862577734581,122,movie_I2_released_center_regression_replay,0.0,5.0,60.5,426.0,4.0,0.0,35.958309192730404,0.9933150144998637
5.84052221126009,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,52.82713281959499,True,0.0,5.0,325.0,715.0,4.0,all_groundtruth_centers,released_saved_predictions,17,released_saved_predictions_regression_released_centers,19.576007843017578,0.47378273633643475,44.392015275217325,122,movie_I2_released_center_regression_replay,0.0,5.0,325.5,715.0,3.5,0.0,25.41653005427767,0.29475926453753204
12.511807884065572,0.8660254037844386,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,65.70428201599822,True,0.0,5.0,553.0,176.0,4.0,all_groundtruth_centers,released_saved_predictions,18,released_saved_predictions_regression_released_centers,18.649065017700195,0.3029841426047182,45.503399825318404,122,movie_I2_released_center_regression_replay,0.0,5.0,553.5,176.5,3.5,0.0,31.160872901765767,0.40378083998299474
17.334338470529495,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,56.382704580672495,True,0.0,5.0,631.0,514.0,4.0,all_groundtruth_centers,released_saved_predictions,19,released_saved_predictions_regression_released_centers,18.582231521606445,0.8659845264853213,127.44584942758246,122,movie_I2_released_center_regression_replay,0.0,5.0,631.5,514.0,3.5,0.0,35.91656999213594,0.11295888721163942
21.174102669092896,0.0,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,10.601595172676499,True,0.0,5.0,699.0,246.0,4.0,all_groundtruth_centers,released_saved_predictions,20,released_saved_predictions_regression_released_centers,19.07512092590332,0.8933949426372748,33.37896857051667,122,movie_I2_released_center_regression_replay,0.0,5.0,699.0,246.0,4.0,0.0,40.24922359499622,0.973248992661679
20.315016274231382,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,84.50896647461742,True,0.0,5.0,981.0,63.0,4.0,all_groundtruth_centers,released_saved_predictions,21,released_saved_predictions_regression_released_centers,18.595136642456055,0.3411077681299287,166.78851984419478,122,movie_I2_released_center_regression_replay,0.0,5.0,981.5,63.0,3.5,0.0,38.91015291668744,0.9876509069705279
16.36232542726821,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,54.551183782297535,True,0.0,6.0,156.0,167.0,4.0,all_groundtruth_centers,released_saved_predictions,22,released_saved_predictions_regression_released_centers,18.24981117248535,0.5457400614810617,55.93862071386562,122,movie_I2_released_center_regression_replay,0.0,6.0,156.5,167.0,4.5,0.0,34.61213659975356,0.504402011005536
11.34898476580932,0.0,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,23.064635359366036,True,0.0,6.0,192.0,742.0,4.0,all_groundtruth_centers,released_saved_predictions,23,released_saved_predictions_regression_released_centers,18.45034408569336,0.7454425123554073,75.39660731113955,122,movie_I2_released_center_regression_replay,0.0,6.0,192.0,742.0,4.0,0.0,29.79932885150268,0.9847889312119288
11.786143982937386,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,37.60233418120277,True,0.0,6.0,236.0,705.0,4.0,all_groundtruth_centers,released_saved_predictions,24,released_saved_predictions_regression_released_centers,19.342620849609375,0.42169279646828506,33.964613222698276,122,movie_I2_released_center_regression_replay,0.0,6.0,236.5,705.0,4.0,0.0,31.12876483254676,0.4763828871862846
12.853991493402333,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,79.45881619485904,True,0.0,6.0,400.0,688.0,4.0,all_groundtruth_centers,released_saved_predictions,25,released_saved_predictions_regression_released_centers,17.691057205200195,0.4880164408238024,63.894869786513986,122,movie_I2_released_center_regression_replay,0.0,6.0,400.5,688.0,4.0,0.0,30.54504869860253,0.3514354936511058
13.215776393097752,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,82.62483245861289,True,0.0,6.0,735.0,37.0,4.0,all_groundtruth_centers,released_saved_predictions,26,released_saved_predictions_regression_released_centers,18.737314224243164,0.4488509154272631,59.13546305104996,122,movie_I2_released_center_regression_replay,0.0,6.0,735.0,37.5,4.0,0.0,31.953090617340916,0.17481946005700413
14.856698824232282,1.224744871391589,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,15.833477664745095,True,0.0,6.0,935.0,14.0,5.0,all_groundtruth_centers,released_saved_predictions,27,released_saved_predictions_regression_released_centers,18.758773803710938,0.9152549214230123,34.38163678299735,122,movie_I2_released_center_regression_replay,0.0,6.0,935.5,14.5,6.0,0.0,33.61547262794322,0.9650642433384652
16.233830834752432,1.224744871391589,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,49.04859947950062,True,0.0,7.0,35.0,349.0,4.0,all_groundtruth_centers,released_saved_predictions,28,released_saved_predictions_regression_released_centers,19.515295028686523,0.4050957693170498,56.15915867573518,122,movie_I2_released_center_regression_replay,0.0,7.0,35.5,349.5,3.0,0.0,35.749125863438955,0.10235985533885449
12.162962493107997,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,23.725192427434166,True,0.0,7.0,422.0,114.0,4.0,all_groundtruth_centers,released_saved_predictions,29,released_saved_predictions_regression_released_centers,19.029985427856445,0.4242341142397609,34.67821641285215,122,movie_I2_released_center_regression_replay,0.0,7.0,422.0,114.0,3.5,0.0,31.192947920964443,0.609726072550513
13.291748915848185,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,44.04262453394358,True,0.0,7.0,600.0,129.0,5.0,all_groundtruth_centers,released_saved_predictions,30,released_saved_predictions_regression_released_centers,18.283557891845703,0.8153076084357976,117.2755365321721,122,movie_I2_released_center_regression_replay,0.0,7.0,600.5,129.0,5.0,0.0,31.575306807693888,0.09544671359307018
12.287259413911958,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,55.794736232363945,True,0.0,7.0,851.0,403.0,4.0,all_groundtruth_centers,released_saved_predictions,31,released_saved_predictions_regression_released_centers,19.603178024291992,0.5113287141069138,50.47119700763991,122,movie_I2_released_center_regression_replay,0.0,7.0,851.5,403.0,4.0,0.0,31.89043743820395,0.3733501536050101
11.703046810290104,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,27.533162656354154,True,0.0,8.0,157.0,557.0,5.0,all_groundtruth_centers,released_saved_predictions,32,released_saved_predictions_regression_released_centers,19.1838436126709,0.897736252240141,49.12479556166814,122,movie_I2_released_center_regression_replay,0.0,8.0,157.5,557.5,5.0,0.0,30.886890422961002,0.8618709291527195
15.769990430016556,0.0,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,32.84642626376343,True,0.0,8.0,338.0,750.0,4.0,all_groundtruth_centers,released_saved_predictions,33,released_saved_predictions_regression_released_centers,17.516643524169922,0.7209102637187645,78.13462470020967,122,movie_I2_released_center_regression_replay,0.0,8.0,338.0,750.0,4.0,0.0,33.28663395418648,0.9594734194940323
15.074069986017612,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,18.955129046741195,True,0.0,8.0,557.0,146.0,4.0,all_groundtruth_centers,released_saved_predictions,34,released_saved_predictions_regression_released_centers,18.481853485107422,0.5422053775982207,20.298558543615563,122,movie_I2_released_center_regression_replay,0.0,8.0,557.5,146.0,3.5,0.0,33.555923471125034,0.5258255659712199
14.544124185292283,0.0,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,32.966028027798814,True,0.0,8.0,836.0,439.0,4.0,all_groundtruth_centers,released_saved_predictions,35,released_saved_predictions_regression_released_centers,18.62212371826172,0.5506790253527521,35.566790382859914,122,movie_I2_released_center_regression_replay,0.0,8.0,836.0,439.0,4.0,0.0,33.166247903554,0.5375333054249384
12.75473779592567,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,18.577618140748204,True,0.0,8.0,903.0,377.0,4.0,all_groundtruth_centers,released_saved_predictions,36,released_saved_predictions_regression_released_centers,17.986114501953125,0.7041291006112289,29.790908040968567,122,movie_I2_released_center_regression_replay,0.0,8.0,903.0,377.0,3.5,0.0,30.740852297878796,0.7730394599313305
14.968862555064689,0.8660254037844386,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,18.93284647462679,True,0.0,8.0,925.0,540.0,4.0,all_groundtruth_centers,released_saved_predictions,37,released_saved_predictions_regression_released_centers,19.251014709472656,0.8434814468218509,60.8210704476732,122,movie_I2_released_center_regression_replay,0.0,8.0,925.5,540.5,3.5,0.0,34.219877264537345,0.9910478786619379
10.38822672978749,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,18.910732243220767,True,0.0,9.0,196.0,200.0,4.0,all_groundtruth_centers,released_saved_predictions,38,released_saved_predictions_regression_released_centers,18.473512649536133,0.8100251459494745,50.75496759394818,122,movie_I2_released_center_regression_replay,0.0,9.0,196.0,200.0,3.5,0.0,28.861739379323623,0.9569615216544846
12.612004960110237,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,11.090944770622563,True,0.0,9.0,536.0,84.0,4.0,all_groundtruth_centers,released_saved_predictions,39,released_saved_predictions_regression_released_centers,18.516759872436523,0.8338932526143298,21.515705871733193,122,movie_I2_released_center_regression_replay,0.0,9.0,536.5,84.0,4.0,0.0,31.12876483254676,0.8792379379213651
12.331073760986328,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,26.171192021209272,True,0.0,9.0,607.0,91.0,4.0,all_groundtruth_centers,released_saved_predictions,40,released_saved_predictions_regression_released_centers,18.668926239013672,0.8668342310140773,77.8504519027948,122,movie_I2_released_center_regression_replay,0.0,9.0,607.5,91.0,4.0,0.0,31.0,1.0
13.575932976990856,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,30.09595944535042,True,0.0,9.0,730.0,530.0,4.0,all_groundtruth_centers,released_saved_predictions,41,released_saved_predictions_regression_released_centers,18.6885986328125,0.7335185202652477,43.27534005430899,122,movie_I2_released_center_regression_replay,0.0,9.0,730.0,530.0,3.5,0.0,32.264531609803356,0.661825090013993
17.439771311663023,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,18.456646391544933,True,0.0,9.0,822.0,527.0,4.0,all_groundtruth_centers,released_saved_predictions,42,released_saved_predictions_regression_released_centers,18.532440185546875,0.7998435508747129,30.834007748396132,122,movie_I2_released_center_regression_replay,0.0,9.0,822.0,527.5,3.5,0.0,35.9722114972099,0.8334234596510927
11.266201033449107,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,26.6780292078198,True,0.0,9.0,998.0,477.0,4.0,all_groundtruth_centers,released_saved_predictions,43,released_saved_predictions_regression_released_centers,19.147611618041992,0.7668579450106632,40.450687831751665,122,movie_I2_released_center_regression_replay,0.0,9.0,998.0,477.0,3.5,0.0,30.4138126514911,0.7521699145658048
16.080192426217053,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,15.561086215088878,True,0.0,10.0,295.0,80.0,4.0,all_groundtruth_centers,released_saved_predictions,44,released_saved_predictions_regression_released_centers,18.28548812866211,0.6821605983173479,25.53055136046603,122,movie_I2_released_center_regression_replay,0.0,10.0,295.5,80.0,4.0,0.0,34.36568055487916,0.7568004906434947
7.804447405628238,2.29128784747792,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,26.79501852247232,True,0.0,10.0,396.0,458.0,4.0,all_groundtruth_centers,released_saved_predictions,45,released_saved_predictions_regression_released_centers,18.368057250976562,0.8744424674995245,46.57971464067236,122,movie_I2_released_center_regression_replay,0.0,10.0,395.0,456.0,3.5,0.0,26.1725046566048,0.8312882543514212
19.94079701405147,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,14.058200879980175,True,0.0,10.0,516.0,660.0,4.0,all_groundtruth_centers,released_saved_predictions,46,released_saved_predictions_regression_released_centers,18.905052185058594,0.8790404126349606,34.19852447995264,122,movie_I2_released_center_regression_replay,0.0,10.0,516.0,660.0,3.5,0.0,38.84584919911006,0.9549263935277091
17.6987615582078,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,21.75652047138878,True,0.0,10.0,827.0,656.0,4.0,all_groundtruth_centers,released_saved_predictions,47,released_saved_predictions_regression_released_centers,18.106266021728516,0.7682505897729957,44.18681102331846,122,movie_I2_released_center_regression_replay,0.0,10.0,827.5,656.5,4.0,0.0,35.805027579936315,0.8906485888816902
10.43507509980373,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,37.67145095758763,True,0.0,11.0,114.0,551.0,4.0,all_groundtruth_centers,released_saved_predictions,48,released_saved_predictions_regression_released_centers,19.330677032470703,0.23264088788671194,28.71372549032474,122,movie_I2_released_center_regression_replay,0.0,11.0,114.5,551.5,4.0,0.0,29.765752132274432,0.38372594939275784
16.198062842055307,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,15.624707801554887,True,0.0,11.0,174.0,621.0,4.0,all_groundtruth_centers,released_saved_predictions,49,released_saved_predictions_regression_released_centers,18.515047073364258,0.9006182149684686,29.547037557450146,122,movie_I2_released_center_regression_replay,0.0,11.0,174.5,621.0,4.0,0.0,34.713109915419565,0.9274127972219816
13.667041780425961,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,42.88352404906991,True,0.0,11.0,348.0,479.0,4.0,all_groundtruth_centers,released_saved_predictions,50,released_saved_predictions_regression_released_centers,18.34857940673828,0.8366876146809056,69.83952480932538,122,movie_I2_released_center_regression_replay,0.0,11.0,348.5,479.0,4.0,0.0,32.01562118716424,0.6959760281245891
13.39291763305664,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,36.839998707460644,True,0.0,11.0,410.0,314.0,4.0,all_groundtruth_centers,released_saved_predictions,51,released_saved_predictions_regression_released_centers,19.60708236694336,0.7490578873865253,53.97105047532177,122,movie_I2_released_center_regression_replay,0.0,11.0,410.0,314.0,3.5,0.0,33.0,0.6154574677484826
7.835496983375382,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,11.471383331463883,True,0.0,11.0,533.0,411.0,4.0,all_groundtruth_centers,released_saved_predictions,52,released_saved_predictions_regression_released_centers,18.716339111328125,0.8710784068206072,22.136547164800156,122,movie_I2_released_center_regression_replay,0.0,11.0,533.5,411.0,4.0,0.0,26.551836094703507,0.9056094710052098
15.518970659786412,1.224744871391589,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,9.436776740761836,True,0.0,11.0,590.0,239.0,4.0,all_groundtruth_centers,released_saved_predictions,53,released_saved_predictions_regression_released_centers,18.45160484313965,0.8945482671207018,20.176878191866372,122,movie_I2_released_center_regression_replay,0.0,11.0,590.5,239.5,3.0,0.0,33.97057550292606,0.9316466711965421
17.022972115968003,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,77.09800821771182,True,0.0,11.0,690.0,72.0,4.0,all_groundtruth_centers,released_saved_predictions,54,released_saved_predictions_regression_released_centers,18.332366943359375,0.28423981280262917,38.35394536466869,122,movie_I2_released_center_regression_replay,0.0,11.0,690.5,72.5,4.0,0.0,35.35533905932738,0.24818096711028634
12.954342151669266,0.7071067811865476,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,33.742136676242,True,0.0,11.0,693.0,298.0,4.0,all_groundtruth_centers,released_saved_predictions,55,released_saved_predictions_regression_released_centers,18.4462947845459,0.6409751704377145,88.35743268414667,122,movie_I2_released_center_regression_replay,0.0,11.0,693.5,298.0,3.5,0.0,31.400636936215164,0.9643275316842721
12.043622554594233,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,19.389191977070684,True,0.0,12.0,112.0,400.0,4.0,all_groundtruth_centers,released_saved_predictions,56,released_saved_predictions_regression_released_centers,18.43587875366211,0.8769130369080081,33.92832796952469,122,movie_I2_released_center_regression_replay,0.0,12.0,112.0,400.5,4.0,0.0,30.479501308256342,0.8542028840774545
13.234025525384759,1.118033988749895,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,15.299396416516455,True,0.0,12.0,171.0,335.0,4.0,all_groundtruth_centers,released_saved_predictions,57,released_saved_predictions_regression_released_centers,19.886964797973633,0.887687492370949,38.52668224567545,122,movie_I2_released_center_regression_replay,0.0,12.0,171.5,335.0,3.0,0.0,33.12099032335839,0.9683949841028592
13.941542389379855,0.5,DARE3d_data_190326/Neural_tube_160226/weights/regression3d_new_set_og/runs/12-01-26/all_true_centers/raw_predictions.npz,True,26.188992967866316,True,0.0,12.0,217.0,409.0,4.0,all_groundtruth_centers,released_saved_predictions,58,released_saved_predictions_regression_released_centers,18.631452560424805,0.8360039799143839,43.30322354048264,122,movie_I2_released_center_regression_replay,0.0,12.0,217.0,409.5,4.0,0.0,32.57299494980466,0.8083943132311238
