case,dt,match_id,pred_t,pred_x,pred_y,pred_z,spatial_distance_voxels,true_t,true_x,true_y,true_z
nuclei_gastruloid,0,39,7,222.5,209.5,103.5,3.1622776601683795,7,221.5,209.5,100.5
nuclei_gastruloid,0,40,3,259.5,133.5,34.5,2.23606797749979,3,260.5,133.5,32.5
nuclei_gastruloid,0,41,3,271.5,90.5,71.5,1.4142135623730951,3,270.5,89.5,71.5
nuclei_gastruloid,0,42,8,131.5,247.5,121.5,2.449489742783178,8,130.5,248.5,123.5
nuclei_gastruloid,0,43,7,116.5,245.5,65.5,2.23606797749979,7,114.5,244.5,65.5
nuclei_gastruloid,0,44,7,226.5,84.5,76.5,3.1622776601683795,7,225.5,84.5,73.5
nuclei_gastruloid,0,45,6,222.5,139.5,135.5,2.449489742783178,6,220.5,138.5,136.5
nuclei_gastruloid,1,46,7,190.5,147.5,97.5,1.4142135623730951,6,189.5,147.5,96.5
nuclei_gastruloid,0,47,7,325.5,182.5,101.5,1.0,7,325.5,181.5,101.5
nuclei_gastruloid,0,48,5,308.5,80.5,106.5,2.0,5,308.5,80.5,108.5
nuclei_gastruloid,0,49,2,283.5,67.5,138.5,3.1622776601683795,2,283.5,66.5,135.5
nuclei_gastruloid,0,50,2,43.5,199.5,120.5,3.0,2,43.5,199.5,117.5
nuclei_gastruloid,0,51,6,210.5,65.5,90.5,3.1622776601683795,6,210.5,64.5,87.5
nuclei_gastruloid,0,52,2,78.5,140.5,44.5,2.0,2,78.5,140.5,42.5
nuclei_gastruloid,0,53,2,114.5,149.5,58.5,2.23606797749979,2,113.5,149.5,56.5
nuclei_gastruloid,0,54,4,99.5,187.5,53.5,5.196152422706632,4,98.5,188.5,48.5
nuclei_gastruloid,0,55,5,300.5,107.5,96.5,3.605551275463989,5,302.5,107.5,93.5
nuclei_gastruloid,0,56,3,305.5,217.5,113.5,3.0,3,303.5,218.5,111.5
nuclei_gastruloid,0,57,4,275.5,162.5,122.5,3.7416573867739413,4,274.5,159.5,120.5
nuclei_gastruloid,0,58,2,208.5,96.5,45.5,3.3166247903554,2,207.5,95.5,42.5
nuclei_gastruloid,0,59,2,163.5,128.5,78.5,3.3166247903554,2,164.5,127.5,75.5
nuclei_gastruloid,0,60,8,188.5,169.5,46.5,3.3166247903554,8,189.5,168.5,43.5
nuclei_gastruloid,0,61,4,81.5,174.5,117.5,3.3166247903554,4,80.5,173.5,114.5
nuclei_gastruloid,0,62,4,140.5,128.5,37.5,3.0,4,140.5,128.5,34.5
nuclei_gastruloid,0,63,2,181.5,94.5,65.5,2.8284271247461903,2,183.5,94.5,63.5
nuclei_gastruloid,0,64,4,25.5,177.5,107.5,3.605551275463989,4,25.5,179.5,104.5
nuclei_gastruloid,0,65,4,248.5,83.5,94.5,3.1622776601683795,4,247.5,83.5,91.5
nuclei_gastruloid,1,66,8,240.5,220.5,46.5,2.8284271247461903,9,238.5,220.5,44.5
nuclei_gastruloid,0,67,7,94.5,213.5,133.5,3.3166247903554,7,93.5,212.5,130.5
nuclei_gastruloid,0,68,2,277.5,215.5,94.5,3.3166247903554,2,278.5,216.5,91.5
nuclei_gastruloid,0,69,2,194.5,213.5,89.5,4.123105625617661,2,191.5,211.5,87.5
nuclei_gastruloid,0,70,2,283.5,187.5,80.5,3.1622776601683795,2,282.5,187.5,77.5
nuclei_gastruloid,0,71,2,26.5,153.5,66.5,2.23606797749979,2,25.5,153.5,64.5
nuclei_gastruloid,0,72,2,138.5,214.5,59.5,3.605551275463989,2,140.5,214.5,56.5
nuclei_gastruloid,0,73,5,41.5,125.5,87.5,2.8284271247461903,5,39.5,125.5,85.5
nuclei_gastruloid,0,74,3,180.5,156.5,66.5,3.1622776601683795,3,179.5,156.5,63.5
nuclei_gastruloid,0,75,2,246.5,215.5,71.5,3.1622776601683795,2,247.5,215.5,68.5
nuclei_gastruloid,0,76,4,135.5,195.5,42.5,3.7416573867739413,4,137.5,194.5,39.5
nuclei_gastruloid,0,77,4,103.5,184.5,101.5,7.615773105863909,4,100.5,184.5,108.5
nuclei_gastruloid,0,78,4,305.5,173.5,80.5,2.0,4,305.5,173.5,78.5
nuclei_gastruloid,0,79,7,155.5,102.5,77.5,3.605551275463989,7,155.5,100.5,74.5
nuclei_gastruloid,1,80,6,142.5,202.5,107.5,3.0,7,140.5,200.5,108.5
nuclei_gastruloid,0,81,3,100.5,161.5,142.5,3.7416573867739413,3,98.5,162.5,139.5
nuclei_gastruloid,0,82,5,272.5,77.5,87.5,3.605551275463989,5,272.5,75.5,84.5
nuclei_gastruloid,1,83,5,159.5,219.5,130.5,7.3484692283495345,4,166.5,218.5,128.5
nuclei_gastruloid,0,84,4,322.5,85.5,81.5,4.58257569495584,4,321.5,87.5,77.5
nuclei_gastruloid,0,85,2,126.5,190.5,61.5,4.123105625617661,2,127.5,190.5,57.5
nuclei_gastruloid,0,86,8,141.5,119.5,63.5,2.23606797749979,8,143.5,120.5,63.5
nuclei_gastruloid,0,87,4,305.5,220.5,90.5,4.123105625617661,4,306.5,220.5,86.5
nuclei_gastruloid,0,88,2,317.5,187.5,58.5,4.47213595499958,2,319.5,187.5,54.5
nuclei_gastruloid,0,89,5,145.5,162.5,96.5,13.416407864998739,5,153.5,172.5,92.5
nuclei_gastruloid,0,90,3,149.5,173.5,44.5,4.242640687119285,3,149.5,170.5,41.5
nuclei_gastruloid,0,91,4,109.5,220.5,58.5,4.123105625617661,4,110.5,220.5,54.5
nuclei_gastruloid,0,92,5,256.5,179.5,68.5,4.123105625617661,5,254.5,177.5,65.5
nuclei_gastruloid,0,93,3,218.5,225.5,108.5,4.358898943540674,3,215.5,226.5,105.5
nuclei_gastruloid,1,94,2,170.5,65.5,86.5,5.477225575051661,3,169.5,67.5,81.5
nuclei_gastruloid,0,95,8,80.5,85.5,101.5,4.47213595499958,8,80.5,83.5,97.5
nuclei_gastruloid,0,96,5,198.5,134.5,40.5,4.69041575982343,5,196.5,131.5,37.5
nuclei_gastruloid,0,97,6,190.5,115.5,42.5,5.0990195135927845,6,187.5,116.5,38.5
nuclei_gastruloid,0,98,2,207.5,127.5,128.5,4.47213595499958,2,207.5,125.5,124.5
nuclei_gastruloid,0,99,5,291.5,137.5,95.5,4.58257569495584,5,292.5,135.5,91.5
nuclei_gastruloid,0,100,4,271.5,181.5,45.5,5.477225575051661,4,269.5,182.5,40.5
nuclei_gastruloid,0,101,5,228.5,163.5,119.5,5.196152422706632,5,227.5,164.5,114.5
nuclei_gastruloid,0,102,3,191.5,84.5,81.5,5.0,3,191.5,81.5,77.5
nuclei_gastruloid,1,103,3,96.5,107.5,62.5,6.082762530298219,4,90.5,108.5,62.5
nuclei_gastruloid,0,104,4,79.5,202.5,95.5,4.123105625617661,4,77.5,204.5,92.5
nuclei_gastruloid,1,105,4,72.5,224.5,115.5,2.23606797749979,3,71.5,226.5,115.5
nuclei_gastruloid,0,106,2,187.5,167.5,80.5,5.0990195135927845,2,187.5,166.5,75.5
nuclei_gastruloid,0,107,7,288.5,188.5,112.5,4.58257569495584,7,284.5,190.5,113.5
nuclei_gastruloid,0,108,7,42.5,97.5,87.5,5.0990195135927845,7,42.5,98.5,82.5
nuclei_gastruloid,0,109,7,34.5,128.5,140.5,5.916079783099616,7,37.5,123.5,141.5
nuclei_gastruloid,0,110,5,134.5,80.5,109.5,5.477225575051661,5,135.5,78.5,104.5
nuclei_gastruloid,1,111,7,266.5,113.5,70.5,6.708203932499369,6,269.5,113.5,64.5
nuclei_gastruloid,1,112,8,117.5,77.5,98.5,8.18535277187245,7,114.5,70.5,95.5
nuclei_gastruloid,1,113,6,200.5,112.5,91.5,4.58257569495584,7,198.5,113.5,87.5
nuclei_gastruloid,1,114,3,208.5,149.5,122.5,4.58257569495584,4,207.5,151.5,118.5
nuclei_gastruloid,1,115,6,159.5,82.5,139.5,8.717797887081348,7,161.5,88.5,133.5
nuclei_gastruloid,1,116,4,89.5,63.5,91.5,3.605551275463989,5,91.5,60.5,91.5
nuclei_gastruloid,1,117,4,210.5,67.5,147.5,2.449489742783178,5,208.5,66.5,146.5
nuclei_gastruloid,1,118,7,111.5,164.5,46.5,7.54983443527075,6,107.5,168.5,51.5
nuclei_gastruloid,0,119,5,233.5,110.5,44.5,5.0990195135927845,5,233.5,105.5,45.5
nuclei_gastruloid,0,120,3,63.5,83.5,124.5,5.0990195135927845,3,62.5,83.5,119.5
nuclei_gastruloid,1,121,3,293.5,116.5,59.5,9.273618495495704,4,299.5,123.5,58.5
nuclei_gastruloid,2,122,4,121.5,223.5,97.5,12.409673645990857,2,122.5,226.5,85.5
nuclei_gastruloid,2,123,4,160.5,71.5,111.5,6.557438524302,6,157.5,66.5,114.5
nuclei_gastruloid,1,124,3,240.5,197.5,108.5,10.862780491200215,2,231.5,198.5,114.5
nuclei_gastruloid,0,125,2,169.5,224.5,105.5,15.811388300841896,2,169.5,219.5,90.5
