dt_frames,method,pred_index,pred_t_rounded,pred_x,pred_y,pred_z,spatial_distance_raw_voxels,true_index,true_t_rounded,true_x,true_y,true_z
1.0,global_maximum_dt1_tol10_raw_voxels,61,6.0,159.5109011627907,82.54003149224806,140.20603197674419,6.43883501910524,60,5.0,155.0,78.0,139.5
1.0,global_maximum_dt1_tol10_raw_voxels,40,3.0,209.07725977905926,150.35871604252068,122.96150906690752,4.42129570916132,62,4.0,208.0,152.0,119.0
0.0,global_maximum_dt1_tol10_raw_voxels,63,4.0,249.49469359808285,83.6730571722013,94.92605272167066,3.301936567348792,64,4.0,248.0,84.0,92.0
0.0,global_maximum_dt1_tol10_raw_voxels,64,4.0,271.89842873176207,181.75869809203144,45.825476992143656,5.331987460414167,66,4.0,270.0,183.0,41.0
0.0,global_maximum_dt1_tol10_raw_voxels,65,4.0,276.08659704090513,162.8881636205396,122.61314186248912,3.482012190792412,67,4.0,275.0,160.0,121.0
0.0,global_maximum_dt1_tol10_raw_voxels,66,4.0,278.2548755884331,108.6661062542031,85.70746469401479,1.5871095039760896,68,4.0,277.0,108.0,85.0
1.0,global_maximum_dt1_tol10_raw_voxels,47,4.0,281.781292395573,83.47261692252766,120.55016065690825,2.7187993846231318,69,5.0,281.0,84.0,118.0
1.0,global_maximum_dt1_tol10_raw_voxels,28,3.0,294.3229793977813,116.77828843106181,59.78557844690967,9.219480158837607,70,4.0,300.0,124.0,59.0
0.0,global_maximum_dt1_tol10_raw_voxels,48,4.0,305.7612038252391,173.73176448528034,81.14119632477029,2.1711046970717867,71,4.0,306.0,174.0,79.0
0.0,global_maximum_dt1_tol10_raw_voxels,67,4.0,305.8358681875792,221.36121673003802,90.90589353612167,4.091660386477173,72,4.0,307.0,221.0,87.0
0.0,global_maximum_dt1_tol10_raw_voxels,68,4.0,322.805625676163,86.38009376126938,81.65705012621709,4.080091246287991,73,4.0,322.0,88.0,78.0
0.0,global_maximum_dt1_tol10_raw_voxels,69,5.0,41.584483287335175,125.68506593069611,87.90585709904937,2.4984119031596195,74,5.0,40.0,126.0,86.0
0.0,global_maximum_dt1_tol10_raw_voxels,70,5.0,84.62122687439143,164.25770853618954,93.64524505030835,1.1632973057905,75,5.0,84.0,165.0,93.0
1.0,global_maximum_dt1_tol10_raw_voxels,5,4.0,89.54143250029894,63.62656941289011,92.09536051656104,3.5989602192070738,76,5.0,92.0,61.0,92.0
1.0,global_maximum_dt1_tol10_raw_voxels,9,4.0,122.39967516241879,224.0923288355822,97.60482258870564,9.821830688405994,77,5.0,116.0,225.0,105.0
0.0,global_maximum_dt1_tol10_raw_voxels,71,5.0,135.05447860962568,81.4024064171123,109.7159090909091,5.376371066654236,79,5.0,136.0,79.0,105.0
0.0,global_maximum_dt1_tol10_raw_voxels,60,5.0,146.39855981670394,163.1028312694343,97.05057007255469,8.665340991249302,80,5.0,141.0,157.0,100.0
0.0,global_maximum_dt1_tol10_raw_voxels,72,5.0,198.57910120569966,134.8498355864085,41.322616002922906,4.653482630276137,82,5.0,197.0,132.0,38.0
1.0,global_maximum_dt1_tol10_raw_voxels,41,4.0,210.6758693361433,67.5968387776607,148.26174920969441,2.1810010606392196,83,5.0,209.0,67.0,147.0
0.0,global_maximum_dt1_tol10_raw_voxels,73,5.0,228.97634478289046,164.4951393389501,119.70641607258587,4.833061728392028,84,5.0,228.0,165.0,115.0
0.0,global_maximum_dt1_tol10_raw_voxels,74,5.0,233.5343347639485,111.05364806866953,45.201716738197426,5.137456479631564,85,5.0,234.0,106.0,46.0
0.0,global_maximum_dt1_tol10_raw_voxels,75,5.0,256.9319975713418,180.4420157862781,68.66970248937461,4.101629809950561,87,5.0,255.0,178.0,66.0
0.0,global_maximum_dt1_tol10_raw_voxels,76,5.0,273.431934493347,78.13067212555441,88.03104742408735,3.7300910981132924,88,5.0,273.0,76.0,85.0
0.0,global_maximum_dt1_tol10_raw_voxels,78,5.0,292.3076441102757,137.7687969924812,96.08521303258145,4.505215311194331,89,5.0,293.0,136.0,92.0
0.0,global_maximum_dt1_tol10_raw_voxels,79,5.0,300.7546827794562,108.05740181268882,96.9202416918429,3.6840949943979613,90,5.0,303.0,108.0,94.0
0.0,global_maximum_dt1_tol10_raw_voxels,80,5.0,309.15090296908477,81.05570860116315,106.97826752372207,2.0281216334231673,91,5.0,309.0,81.0,109.0
1.0,global_maximum_dt1_tol10_raw_voxels,81,7.0,111.53890953463863,164.5514448943369,47.477397526207774,7.264121169035457,92,6.0,108.0,169.0,52.0
0.0,global_maximum_dt1_tol10_raw_voxels,83,6.0,190.9277456647399,115.76589595375722,42.854046242774565,4.994835324192455,94,6.0,188.0,117.0,39.0
1.0,global_maximum_dt1_tol10_raw_voxels,99,7.0,191.22013341419043,148.27107337780473,98.12067919951485,1.678728147379351,95,6.0,190.0,148.0,97.0
0.0,global_maximum_dt1_tol10_raw_voxels,85,6.0,210.6179211469534,66.3426523297491,90.72652329749104,3.0631077062825462,96,6.0,211.0,65.0,88.0
0.0,global_maximum_dt1_tol10_raw_voxels,86,6.0,211.36363636363637,98.51038961038961,56.83896103896104,0.6470413482342922,97,6.0,211.0,98.0,57.0
0.0,global_maximum_dt1_tol10_raw_voxels,88,6.0,222.77660324171953,140.1952078928823,136.0186751233263,2.3553852125024424,98,6.0,221.0,139.0,137.0
0.0,global_maximum_dt1_tol10_raw_voxels,89,6.0,227.78716904276985,184.61405295315683,147.10285132382893,1.3422264631318086,99,6.0,227.0,184.0,148.0
1.0,global_maximum_dt1_tol10_raw_voxels,77,7.0,267.1189742903053,113.71230583824317,71.21585431173004,6.857107400010869,100,6.0,270.0,114.0,65.0
0.0,global_maximum_dt1_tol10_raw_voxels,91,7.0,35.49699157641396,128.69434416365823,141.41034897713598,5.352532729855963,102,7.0,38.0,124.0,142.0
0.0,global_maximum_dt1_tol10_raw_voxels,92,7.0,43.34650180940893,98.25,88.07056694813028,5.137432498767732,103,7.0,43.0,99.0,83.0
1.0,global_maximum_dt1_tol10_raw_voxels,93,7.0,84.96844816484224,204.24307791371538,61.899549259497746,3.2306662306002205,105,8.0,87.0,203.5,59.5
0.0,global_maximum_dt1_tol10_raw_voxels,94,7.0,95.28203389830509,214.23796610169492,133.71389830508474,3.2467545327127656,106,7.0,94.0,213.0,131.0
1.0,global_maximum_dt1_tol10_raw_voxels,95,8.0,118.37642681465599,78.27073216875827,98.94904458598727,8.541701720072245,107,7.0,115.0,71.0,96.0
0.0,global_maximum_dt1_tol10_raw_voxels,96,7.0,116.73904448105436,246.29884678747942,66.25271828665568,2.1852105657902703,108,7.0,115.0,245.0,66.0
1.0,global_maximum_dt1_tol10_raw_voxels,59,6.0,142.87848408064337,203.08152473284125,108.39748815688003,2.867833359133725,109,7.0,141.0,201.0,109.0
0.0,global_maximum_dt1_tol10_raw_voxels,98,7.0,156.22111072783719,102.83822007588823,78.33183856502242,3.811704503858333,111,7.0,156.0,101.0,75.0
1.0,global_maximum_dt1_tol10_raw_voxels,84,6.0,200.80655066530196,112.93108154213579,92.28377686796316,4.7704251624317475,113,7.0,199.0,114.0,88.0
0.0,global_maximum_dt1_tol10_raw_voxels,100,7.0,222.70767004341533,209.90774240231548,103.57018813314038,2.6674286109310583,114,7.0,222.0,210.0,101.0
0.0,global_maximum_dt1_tol10_raw_voxels,101,7.0,226.5909420289855,84.65978260869565,76.53152173913044,2.621748018146946,115,7.0,226.0,85.0,74.0
0.0,global_maximum_dt1_tol10_raw_voxels,102,7.0,265.16547696301103,226.31732641142116,146.1404931862427,1.3394590556252566,116,7.0,265.0,227.0,145.0
0.0,global_maximum_dt1_tol10_raw_voxels,90,7.0,288.7949720670391,188.78505586592178,112.55614525139664,4.625203459498739,117,7.0,285.0,191.0,114.0
0.0,global_maximum_dt1_tol10_raw_voxels,103,7.0,326.0913930789707,182.71132800946467,101.73676427092576,0.7639589524273923,118,7.0,326.0,182.0,102.0
0.0,global_maximum_dt1_tol10_raw_voxels,104,8.0,81.015625,85.90234375,102.36186079545455,4.7586747611821965,119,8.0,81.0,84.0,98.0
0.0,global_maximum_dt1_tol10_raw_voxels,105,8.0,131.71189224704335,247.7894218134034,122.33311432325887,2.179632532467036,120,8.0,131.0,249.0,124.0
0.0,global_maximum_dt1_tol10_raw_voxels,97,8.0,141.58796133567662,119.64349736379613,64.29112478031634,2.7825857682977504,121,8.0,144.0,121.0,64.0
0.0,global_maximum_dt1_tol10_raw_voxels,106,8.0,166.14738562091503,84.7437908496732,84.95653594771242,1.750547963495362,122,8.0,166.0,83.0,85.0
0.0,global_maximum_dt1_tol10_raw_voxels,107,8.0,188.8088690271571,169.77071158473703,46.73014781711929,3.0767672067666654,123,8.0,190.0,169.0,44.0
0.0,global_maximum_dt1_tol10_raw_voxels,109,8.0,258.5172661870504,158.88345323741007,53.492446043165465,2.458120338294355,124,8.0,258.0,157.0,52.0
0.0,global_maximum_dt1_tol10_raw_voxels,110,8.0,263.208,57.083701492537315,78.11510447761194,1.9690431485668005,125,8.0,262.0,56.0,77.0
0.0,global_maximum_dt1_tol10_raw_voxels,111,8.0,309.76779577810504,78.52135493372607,136.99705449189986,2.6775241541916817,126,8.0,312.0,80.0,137.0
0.0,global_maximum_dt1_tol10_raw_voxels,112,9.0,44.442094990240726,147.85426154847104,91.21698113207547,1.850005216641118,127,9.0,43.0,147.0,92.0
0.0,global_maximum_dt1_tol10_raw_voxels,113,9.0,68.61180512179888,135.26764522173642,122.32229856339788,1.742702309218857,128,9.0,69.0,135.0,124.0
0.0,global_maximum_dt1_tol10_raw_voxels,114,9.0,116.13723038449515,119.14535792435136,61.83088465145358,3.056891372479336,129,9.0,116.0,118.0,59.0
0.0,global_maximum_dt1_tol10_raw_voxels,115,9.0,141.5381818181818,145.42303030303032,47.31515151515151,4.384895520260393,131,9.0,140.0,143.0,44.0
1.0,global_maximum_dt1_tol10_raw_voxels,82,8.0,171.96480464966095,163.88957055214723,119.05295447206974,3.0551537414947223,132,9.0,172.0,164.0,116.0
0.0,global_maximum_dt1_tol10_raw_voxels,116,9.0,198.63523844193665,120.78194393884237,60.50382235165635,4.854879695807003,133,9.0,197.0,120.0,56.0
0.0,global_maximum_dt1_tol10_raw_voxels,117,9.0,204.64719704598858,184.27727425310508,136.17019133937563,1.2532751918648615,134,9.0,205.0,184.0,135.0
0.0,global_maximum_dt1_tol10_raw_voxels,118,9.0,229.99352960207054,105.17114202523456,153.11711420252345,1.8991100165447383,135,9.0,229.0,104.0,152.0
1.0,global_maximum_dt1_tol10_raw_voxels,108,8.0,240.99686791230155,220.74014472405227,47.285019980559454,3.045705589050485,136,9.0,239.0,221.0,45.0
0.0,global_maximum_dt1_tol10_raw_voxels,120,9.0,243.40620525059666,229.94033412887828,74.1928400954654,3.1732057152163375,137,9.0,241.0,232.0,74.0
0.0,global_maximum_dt1_tol10_raw_voxels,119,9.0,242.10052173913044,50.67895652173913,117.59721739130435,2.485771417236986,138,9.0,243.0,49.0,116.0
0.0,global_maximum_dt1_tol10_raw_voxels,121,9.0,248.94234514998053,114.32450331125828,63.774444877288666,2.1733808181740097,139,9.0,250.0,115.0,62.0
0.0,global_maximum_dt1_tol10_raw_voxels,122,9.0,266.2743779421654,72.97948890383321,134.09986550100874,3.2467874366622236,141,9.0,264.0,72.0,132.0
0.0,global_maximum_dt1_tol10_raw_voxels,123,9.0,302.2356763142351,168.30596574128765,143.72445363260485,3.007184494609049,143,9.0,301.0,168.0,141.0
0.0,global_maximum_dt1_tol10_raw_voxels,124,9.0,318.20648878107943,146.61067313523347,90.76197695573074,3.0390306498104187,144,9.0,317.0,147.0,88.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,0,2.0,27.330680813439436,153.6327733569113,67.18361332154436,2.583357112881613,0,2.0,26.0,154.0,65.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,1,2.0,43.77356406480118,199.6023564064801,120.80265095729013,2.83976161827292,1,2.0,44.0,200.0,118.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,2,2.0,51.267391304347825,117.39855072463769,114.02463768115942,1.6777978948900423,2,2.0,50.0,117.0,113.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,4,2.0,79.31770833333333,141.01967592592592,44.80237268518518,1.8302658340886255,3,2.0,79.0,141.0,43.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,6,2.0,98.39504716981132,132.30778301886792,85.46540880503144,1.5024953738706899,4,2.0,97.0,132.0,85.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,8,2.0,115.49458987783595,150.38150087260036,59.35986038394415,2.819269914434152,5,2.0,114.0,150.0,57.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,10,2.0,127.18771874005726,191.2153993000318,61.776328348711424,3.868701784964809,7,2.0,128.0,191.0,58.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,12,2.0,140.1105002748763,248.02528862012093,103.70588235294117,3.083029750509158,8,2.0,139.0,249.0,101.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,11,2.0,138.91368942341705,214.82278033250796,59.83268482490272,3.522527778420209,9,2.0,141.0,215.0,57.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,13,2.0,164.00632911392404,128.51712583767684,79.15748324646314,3.3502987051192017,11,2.0,165.0,128.0,76.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,14,2.0,165.3169191919192,146.74705387205387,137.878367003367,2.630420706582607,12,2.0,167.0,146.0,136.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,17,2.0,182.02068965517242,94.8768472906404,66.48768472906404,3.1814165621908943,14,2.0,184.0,95.0,64.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,18,2.0,188.04043220634367,167.8055071453468,81.16277448588359,5.225391556295579,15,2.0,188.0,167.0,76.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,19,2.0,194.5021186440678,213.569209039548,89.784604519774,3.45077208908219,16,2.0,192.0,212.0,88.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,21,2.0,208.87975098296198,96.54062909567497,45.515072083879424,2.7187918637186073,17,2.0,208.0,96.0,43.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,20,2.0,208.00601556970983,128.1348195329087,129.15675866949752,4.672914857089761,18,2.0,208.0,126.0,125.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,23,2.0,247.13684548666882,215.84195309990363,72.05075489881143,3.1744479817971536,20,2.0,248.0,216.0,69.0
1.0,same_frame_priority_maximum_tol10_raw_voxels,24,2.0,274.83682830930536,61.82372214941022,112.35058977719528,1.621471675835888,22,3.0,274.0,61.5,111.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,25,2.0,277.66113833396156,216.10403316999623,95.18469656992085,3.5689773554506945,23,2.0,279.0,217.0,92.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,27,2.0,284.4168856767411,188.0607752956636,81.061432325887,3.3739630323260807,24,2.0,283.0,188.0,78.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,26,2.0,283.9401993355482,68.23366555924696,138.76190476190476,3.0254957850529514,25,2.0,284.0,67.0,136.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,29,2.0,304.90283645141824,100.002414001207,53.907664453832226,2.1571875795590496,27,2.0,305.0,99.0,52.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,30,2.0,318.4174560216509,187.74052774018944,58.93809201623816,4.252098308527096,28,2.0,320.0,188.0,55.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,3,3.0,63.61693980701486,84.26382294378925,125.42786031551539,5.469175886355821,30,3.0,63.0,84.0,120.0
1.0,same_frame_priority_maximum_tol10_raw_voxels,31,4.0,73.30508474576271,224.5048098946404,115.87471369674759,2.8186728283519566,31,3.0,72.0,227.0,116.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,32,3.0,85.01706749418153,233.06089992242048,103.61869666408069,1.5162851992864472,32,3.0,84.0,234.0,103.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,33,4.0,103.63865011142948,184.94126074498567,102.29369627507164,6.968790533019433,33,4.0,100.5,184.5,108.5
0.0,same_frame_priority_maximum_tol10_raw_voxels,34,3.0,101.40432397547596,161.73313972249113,142.88706034204583,3.96494970464849,34,3.0,99.0,163.0,140.0
1.0,same_frame_priority_maximum_tol10_raw_voxels,35,3.0,126.01143847487002,229.44298093587523,63.40207972270364,2.0120020797264133,35,4.0,126.0,228.0,62.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,36,3.0,149.5761562998405,174.25159489633174,45.27591706539075,4.635099294657435,36,3.0,150.0,171.0,42.0
1.0,same_frame_priority_maximum_tol10_raw_voxels,16,2.0,170.70138089758342,65.83084004602992,86.52013808975835,5.062493300725113,39,3.0,170.0,68.0,82.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,38,3.0,180.92942283563363,156.59849435382685,67.20577164366374,3.36184553818653,40,3.0,180.0,157.0,64.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,39,3.0,192.13214739517153,84.62261753494282,81.74491740787802,4.573837782482889,41,3.0,192.0,82.0,78.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,42,3.0,218.85026929982047,225.63123877917414,109.32639138240575,4.589381438721232,42,3.0,216.0,227.0,106.0
1.0,same_frame_priority_maximum_tol10_raw_voxels,43,3.0,225.93473827328347,214.73147518694765,66.93915703602991,5.5955198326230535,43,4.0,227.0,215.5,61.5
0.0,same_frame_priority_maximum_tol10_raw_voxels,44,3.0,259.7748527883616,134.16418427433322,35.13266366470384,2.464994213557439,44,3.0,261.0,134.0,33.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,45,3.0,272.2496025437202,91.31987281399046,72.27726550079491,1.8385991733692535,45,3.0,271.0,90.0,72.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,46,3.0,272.0780682643428,208.859477124183,61.6437908496732,0.6635570741453358,46,3.0,272.0,209.0,61.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,49,3.0,306.22975929978116,217.76586433260394,113.7618526622903,3.0982321062372185,47,3.0,304.0,219.0,112.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,50,3.0,319.7440643863179,121.34969818913481,54.23501006036217,1.974985281447997,48,3.0,319.0,120.0,53.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,51,4.0,25.93418037908769,178.17225578004582,108.1426786086232,3.877672547010621,49,4.0,26.0,179.5,104.5
0.0,same_frame_priority_maximum_tol10_raw_voxels,52,4.0,69.52119700748129,92.68661679135495,82.3171238570241,0.9185077460053683,50,4.0,69.0,92.0,82.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,53,4.0,80.0228826933193,203.30641767490795,96.0312993161494,4.018588188267465,51,4.0,78.0,205.0,93.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,54,4.0,82.22499122499123,174.8143208143208,117.94699894699895,3.293709866329229,52,4.0,81.0,174.0,115.0
1.0,same_frame_priority_maximum_tol10_raw_voxels,7,3.0,96.74818181818182,108.13666666666667,63.1069696969697,5.813637516683533,53,4.0,91.0,109.0,63.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,55,4.0,99.78693240189028,188.2597082391617,54.152866242038215,5.218144616988744,54,4.0,99.0,188.5,49.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,56,4.0,110.16884906960716,220.7801516195727,59.396623018607855,4.479892760683209,56,4.0,111.0,221.0,55.0
0.0,same_frame_priority_maximum_tol10_raw_voxels,57,4.0,135.90338680926916,196.4017825311943,42.741176470588236,3.7248932305791818,57,4.0,138.0,195.0,40.0
